question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Tuesday,Monday,Sunday,Saturday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,TCS,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion I follows,Only conclusion II follows,Neither follows,Both follow,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Amazon,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Sunday,Tuesday,Saturday,Monday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Tech Mahindra,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion I follows,Only conclusion II follows,Neither follows,Both follow,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,TCS,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Monday,Saturday,Sunday,Tuesday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Microsoft,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion I follows,Only conclusion II follows,Both follow,Neither follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Wipro,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Tuesday,Sunday,Saturday,Monday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Google,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion I follows,Only conclusion II follows,Both follow,Neither follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Google,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Saturday,Sunday,Tuesday,Monday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Cognizant,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Both follow,Neither follows,Only conclusion II follows,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Infosys,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Sunday,Tuesday,Monday,Saturday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Accenture,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion II follows,Neither follows,Both follow,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,TCS,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Tuesday,Sunday,Monday,Saturday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Tech Mahindra,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Neither follows,Only conclusion II follows,Both follow,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Tech Mahindra,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Monday,Saturday,Sunday,Tuesday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Microsoft,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion II follows,Neither follows,Both follow,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Capgemini,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Saturday,Monday,Tuesday,Sunday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Accenture,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Neither follows,Both follow,Only conclusion I follows,Only conclusion II follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Tech Mahindra,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Monday,Tuesday,Sunday,Saturday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Infosys,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Both follow,Only conclusion II follows,Neither follows,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Google,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Tuesday,Sunday,Monday,Saturday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Infosys,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Only conclusion II follows,Both follow,Only conclusion I follows,Neither follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Amazon,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Sunday,Tuesday,Saturday,Monday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Accenture,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Both follow,Neither follows,Only conclusion I follows,Only conclusion II follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Amazon,Hard
"Calendar: If January 1st of a non-leap year is a Sunday, what day of the week will January 1st of the next year be?",Monday,Saturday,Sunday,Tuesday,Monday,"A non-leap year has 365 days, which equals 52 weeks and 1 odd day. Therefore, the day shifts forward by 1, making it a Monday.",reasoning,3,Microsoft,Hard
"Syllogisms: Identify the logical conclusion based on statements:
Statements:
1. All stars are planets.
2. Some planets are moons.

Conclusions:
I. Some moons are stars.
II. Some planets are stars.",Both follow,Only conclusion II follows,Neither follows,Only conclusion I follows,Only conclusion II follows,"Since all stars are planets, any star is a planet, which means some planets are stars (II follows). Moons and stars have no guaranteed intersection (I does not follow).",reasoning,3,Cognizant,Hard
